,path,Total,Total Entity,B Entity
725,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'prep', 'pobj', 'conj']",1,0,0
726,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'amod']",1,0,0
727,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep']",1,0,0
728,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj']",1,1,1
729,"['root', 'ccomp', 'advcl', 'xcomp', 'prep']",1,0,0
730,"['root', 'ccomp', 'advcl', 'xcomp', 'prep', 'pobj', 'compound']",1,1,1
731,"['root', 'ccomp', 'advcl', 'xcomp', 'prep', 'pobj']",1,1,0
732,"['root', 'ccomp', 'xcomp', 'dobj', 'amod']",1,0,0
733,"['root', 'dobj', 'cc']",3,0,0
734,"['root', 'dobj', 'conj', 'amod']",2,0,0
735,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'nummod']",1,0,0
736,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'cc']",2,0,0
737,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'conj']",1,0,0
738,"['root', 'ccomp', 'nsubj', 'relcl', 'nsubjpass']",1,0,0
739,"['root', 'ccomp', 'nsubj', 'relcl', 'auxpass']",1,0,0
740,"['root', 'ccomp', 'conj', 'advmod', 'prep']",1,0,0
741,"['root', 'ccomp', 'conj', 'advmod', 'prep', 'pobj']",2,0,0
742,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'nsubjpass']",1,0,0
743,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'auxpass']",1,0,0
744,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'poss']",1,0,0
745,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'prep']",2,0,0
746,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'prep', 'pobj']",2,2,2
747,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
748,"['root', 'ccomp', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",1,1,1
749,"['root', 'xcomp', 'dobj']",4,0,0
750,"['root', 'xcomp', 'advcl', 'mark']",1,0,0
751,"['root', 'xcomp', 'advcl']",1,0,0
752,"['root', 'xcomp', 'advcl', 'auxpass']",1,0,0
753,"['root', 'xcomp', 'advcl', 'cc']",2,0,0
754,"['root', 'xcomp', 'advcl', 'conj', 'nsubjpass']",2,0,0
755,"['root', 'xcomp', 'advcl', 'conj']",1,0,0
756,"['root', 'xcomp', 'advcl', 'conj', 'auxpass']",1,0,0
757,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj']",1,1,1
758,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj', 'relcl', 'xcomp', 'advmod']",1,0,0
759,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj', 'relcl', 'xcomp']",1,0,0
760,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj', 'relcl']",1,0,0
761,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj', 'relcl', 'xcomp', 'conj']",1,0,0
762,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj', 'relcl', 'xcomp', 'conj', 'dobj', 'amod']",1,0,0
763,"['root', 'xcomp', 'advcl', 'conj', 'prep', 'pobj', 'relcl', 'xcomp', 'conj', 'dobj']",1,0,0
764,"['root', 'oprd']",3,0,0
765,"['root', 'ccomp', 'conj', 'nsubjpass', 'nummod', 'advmod']",1,0,0
766,"['root', 'ccomp', 'conj', 'nsubjpass', 'nummod']",1,0,0
767,"['root', 'nsubj', 'prep', 'pobj', 'det']",12,1,0
768,"['root', 'ccomp', 'nsubj', 'appos']",2,1,1
769,"['root', 'ccomp', 'dobj', 'acl', 'prep']",1,0,0
770,"['root', 'ccomp', 'dobj', 'acl', 'prep', 'pobj']",1,0,0
771,"['root', 'ccomp', 'dobj', 'acl', 'prep', 'pobj', 'nummod']",1,0,0
772,"['root', 'ccomp', 'dobj', 'acl', 'npadvmod', 'amod']",1,0,0
773,"['root', 'ccomp', 'dobj', 'acl', 'npadvmod']",1,0,0
774,"['root', 'prep', 'pobj', 'relcl', 'nsubj']",4,0,0
775,"['root', 'prep', 'pobj', 'relcl', 'aux']",1,0,0
776,"['root', 'prep', 'pobj', 'relcl', 'dobj', 'det']",1,0,0
777,"['root', 'prep', 'pobj', 'relcl', 'dobj', 'prep']",1,0,0
778,"['root', 'prep', 'pobj', 'relcl', 'dobj', 'prep', 'pobj']",1,0,0
779,"['root', 'prep', 'pobj', 'relcl', 'dobj', 'prep', 'pobj', 'acl']",1,0,0
780,"['root', 'prep', 'pobj', 'relcl', 'dobj', 'prep', 'pobj', 'acl', 'advmod', 'npadvmod']",1,0,0
781,"['root', 'prep', 'pobj', 'relcl', 'dobj', 'prep', 'pobj', 'acl', 'advmod']",1,0,0
782,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'aux']",1,0,0
783,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp']",1,0,0
784,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'dobj']",1,0,0
785,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'cc']",1,0,0
786,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'conj']",1,0,0
787,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'conj', 'prep']",1,0,0
788,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'conj', 'prep', 'pobj', 'det']",2,0,0
789,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'conj', 'prep', 'pobj']",1,0,0
790,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'conj', 'prep', 'pobj', 'amod']",1,0,0
791,"['root', 'ccomp', 'nsubj', 'relcl', 'xcomp', 'conj', 'prep', 'pobj', 'compound']",1,1,1
792,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'compound']",9,6,6
793,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj']",3,0,0
794,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'nummod']",2,0,0
795,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'amod']",2,0,0
796,"['root', 'ccomp', 'prep', 'pcomp', 'nsubj']",1,1,1
797,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp', 'aux']",2,0,0
798,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp']",1,0,0
799,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp', 'prt']",1,0,0
800,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp', 'prt', 'prep', 'pobj', 'poss']",1,1,1
801,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp', 'prt', 'prep', 'pobj']",1,0,0
802,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp', 'prt', 'prep', 'pobj', 'poss', 'case']",1,0,0
803,"['root', 'ccomp', 'prep', 'pcomp', 'xcomp', 'prt', 'prep', 'pobj', 'prep', 'pobj']",1,1,1
804,"['root', 'conj', 'nsubj', 'det']",5,0,0
805,"['root', 'conj', 'nsubj', 'compound']",4,3,3
806,"['root', 'conj', 'acomp']",2,0,0
807,"['root', 'conj', 'acomp', 'prep']",1,0,0
808,"['root', 'conj', 'acomp', 'prep', 'pobj']",1,0,0
809,"['root', 'ccomp', 'dobj', 'poss']",5,1,1
810,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'prep']",3,0,0
811,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'prep', 'pobj']",3,1,1
812,"['root', 'ccomp', 'conj', 'dobj', 'prep']",3,0,0
813,"['root', 'ccomp', 'conj', 'dobj', 'prep', 'pobj']",3,1,1
814,"['root', 'ccomp', 'conj', 'advcl']",1,0,0
815,"['root', 'ccomp', 'conj', 'advcl', 'dobj', 'det']",1,0,0
816,"['root', 'ccomp', 'conj', 'advcl', 'dobj']",1,0,0
817,"['root', 'ccomp', 'conj', 'advcl', 'conj']",1,0,0
818,"['root', 'ccomp', 'conj', 'advcl', 'conj', 'dobj', 'det']",1,0,0
819,"['root', 'ccomp', 'conj', 'advcl', 'conj', 'dobj']",1,0,0
820,"['root', 'dobj', 'acl', 'aux']",2,0,0
821,"['root', 'dobj', 'acl']",6,0,0
822,"['root', 'dobj', 'acl', 'dobj', 'det']",1,0,0
823,"['root', 'dobj', 'acl', 'dobj']",3,0,0
824,"['root', 'dobj', 'acl', 'dobj', 'amod']",3,1,1
825,"['root', 'dobj', 'acl', 'dobj', 'prep']",3,0,0
826,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'amod']",1,0,0
827,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj']",2,1,1
828,"['root', 'dobj', 'acl', 'prep']",2,0,0
829,"['root', 'dobj', 'acl', 'prep', 'pobj', 'compound']",2,1,1
830,"['root', 'dobj', 'acl', 'prep', 'pobj']",3,1,0
831,"['root', 'prep', 'prep', 'advmod']",1,0,0
832,"['root', 'prep', 'prep', 'pobj', 'compound']",1,1,1
833,"['root', 'prep', 'prep', 'pobj', 'prep']",4,0,0
834,"['root', 'prep', 'prep', 'pobj', 'prep', 'pobj']",5,0,0
835,"['root', 'ccomp', 'ccomp', 'nsubjpass']",1,0,0
836,"['root', 'ccomp', 'ccomp']",4,0,0
837,"['root', 'ccomp', 'ccomp', 'auxpass']",1,0,0
838,"['root', 'ccomp', 'ccomp', 'prep']",2,0,0
839,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'det']",2,0,0
840,"['root', 'ccomp', 'ccomp', 'prep', 'pobj']",2,0,0
841,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'prep']",1,0,0
842,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'prep', 'pobj']",1,1,1
843,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'relcl', 'aux']",1,0,0
844,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'relcl']",1,0,0
845,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'relcl', 'auxpass']",1,0,0
846,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'relcl', 'prep']",1,0,0
847,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'relcl', 'prep', 'pobj']",1,1,1
848,"['root', 'ccomp', 'ccomp', 'prep', 'pobj', 'relcl', 'advmod']",1,0,0
849,"['root', 'attr', 'compound']",3,0,0
850,"['root', 'attr', 'prep']",24,0,0
851,"['root', 'attr', 'prep', 'pobj', 'det']",8,1,1
852,"['root', 'attr', 'prep', 'pobj']",21,3,2
853,"['root', 'ccomp', 'nsubj', 'cc']",1,0,0
854,"['root', 'ccomp', 'nsubj', 'conj', 'amod']",2,0,0
855,"['root', 'ccomp', 'nsubj', 'conj']",1,0,0
856,"['root', 'ccomp', 'dobj', 'punct']",6,0,0
857,"['root', 'ccomp', 'dobj', 'poss', 'case']",1,0,0
858,"['root', 'ccomp', 'advcl', 'prt']",2,0,0
859,"['root', 'ccomp', 'advcl', 'dobj', 'prep']",3,0,0
860,"['root', 'ccomp', 'advcl', 'cc']",2,0,0
861,"['root', 'ccomp', 'advcl', 'conj']",2,0,0
862,"['root', 'ccomp', 'advcl', 'conj', 'dobj']",2,0,0
863,"['root', 'ccomp', 'advcl', 'conj', 'dobj', 'amod']",1,0,0
864,"['root', 'ccomp', 'advcl', 'conj', 'dobj', 'prep', 'pobj', 'predet']",1,0,0
865,"['root', 'ccomp', 'advcl', 'conj', 'dobj', 'prep', 'pobj']",1,0,0
866,"['root', 'ccomp', 'advcl', 'conj', 'dobj', 'prep', 'pobj', 'det']",1,0,0
867,"['root', 'ccomp', 'advcl', 'conj', 'dobj', 'prep', 'pobj', 'amod']",1,0,0
868,"['root', 'prep', 'pcomp', 'dobj', 'punct']",3,0,0
869,"['root', 'prep', 'pcomp', 'dobj', 'relcl', 'dobj']",1,0,0
870,"['root', 'prep', 'pcomp', 'dobj', 'relcl']",1,0,0
871,"['root', 'prep', 'pcomp', 'dobj', 'relcl', 'nsubj']",1,0,0
872,"['root', 'prep', 'pcomp', 'dobj', 'relcl', 'prep']",1,0,0
873,"['root', 'prep', 'pcomp', 'dobj', 'relcl', 'prep', 'punct']",2,0,0
874,"['root', 'prep', 'pcomp', 'dobj', 'relcl', 'prep', 'pobj']",1,0,0
875,"['root', 'prep', 'pcomp', 'ccomp']",2,0,0
876,"['root', 'prep', 'pcomp', 'ccomp', 'aux']",3,0,0
877,"['root', 'prep', 'pcomp', 'ccomp', 'dobj', 'poss']",2,0,0
878,"['root', 'prep', 'pcomp', 'ccomp', 'dobj']",1,0,0
879,"['root', 'advcl', 'ccomp', 'nsubj', 'det']",2,0,0
880,"['root', 'advcl', 'ccomp', 'aux']",5,0,0
881,"['root', 'advcl', 'ccomp', 'attr', 'det']",2,0,0
882,"['root', 'advcl', 'ccomp', 'attr']",2,0,0
883,"['root', 'advcl', 'ccomp', 'attr', 'advcl']",1,0,0
884,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'nsubj', 'amod']",1,0,0
885,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'nsubj']",1,0,0
886,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'nsubj', 'compound']",1,1,1
887,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'prep']",1,0,0
888,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'prep', 'pobj']",1,0,0
889,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'prep', 'pobj', 'prep']",1,0,0
890,"['root', 'advcl', 'ccomp', 'attr', 'advcl', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
891,"['root', 'nsubjpass', 'nummod', 'quantmod']",1,0,0
892,"['root', 'advcl', 'nsubj', 'amod']",5,2,2
893,"['root', 'advcl', 'prt']",4,0,0
894,"['root', 'advcl', 'prep', 'pobj', 'acl', 'aux']",2,0,0
895,"['root', 'advcl', 'prep', 'pobj', 'acl']",3,0,0
896,"['root', 'advcl', 'prep', 'pobj', 'acl', 'dobj', 'det']",2,0,0
897,"['root', 'advcl', 'prep', 'pobj', 'acl', 'dobj']",3,0,0
898,"['root', 'advcl', 'prep', 'pobj', 'acl', 'cc']",1,0,0
899,"['root', 'advcl', 'prep', 'pobj', 'acl', 'conj']",1,0,0
900,"['root', 'advcl', 'prep', 'pobj', 'acl', 'conj', 'dobj', 'det']",1,0,0
901,"['root', 'advcl', 'prep', 'pobj', 'acl', 'conj', 'dobj']",1,0,0
902,"['root', 'advcl', 'prep', 'pobj', 'acl', 'conj', 'dobj', 'amod']",1,0,0
903,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
904,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'cc']",1,0,0
905,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj']",1,0,0
906,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep']",1,0,0
907,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'amod']",1,0,0
908,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj']",1,0,0
909,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'prep']",1,0,0
910,"['root', 'ccomp', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
911,"['root', 'dobj', 'nmod']",5,2,2
912,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'det']",3,0,0
913,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'nsubj']",1,0,0
914,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp']",1,0,0
915,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'nsubj']",1,1,1
916,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl']",1,0,0
917,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'aux']",1,0,0
918,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'auxpass']",1,0,0
919,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'prep']",1,0,0
920,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'amod']",1,1,1
921,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj']",1,0,0
922,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'compound']",1,0,0
923,"['root', 'ccomp', 'dobj', 'conj', 'advmod']",1,0,0
924,"['root', 'ccomp', 'dobj', 'conj', 'quantmod']",1,0,0
925,"['root', 'ccomp', 'dobj', 'conj', 'prep']",2,0,0
926,"['root', 'ccomp', 'dobj', 'conj', 'prep', 'pobj', 'amod']",1,1,1
927,"['root', 'ccomp', 'dobj', 'conj', 'prep', 'pobj']",1,0,0
928,"['root', 'ccomp', 'prep', 'pobj', 'conj', 'poss']",1,0,0
929,"['root', 'ccomp', 'prep', 'pobj', 'conj']",3,0,0
930,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'poss']",1,0,0
931,"['root', 'ccomp', 'advcl', 'prep', 'pcomp', 'dobj', 'conj', 'compound']",1,0,0
932,"['root', 'ccomp', 'advcl', 'prep', 'pcomp', 'dobj', 'conj']",1,0,0
933,"['root', 'ccomp', 'conj', 'dobj', 'prep', 'pobj', 'poss']",1,0,0
934,"['root', 'nsubj', 'nmod', 'nummod']",1,0,0
935,"['root', 'agent', 'advmod']",1,0,0
936,"['root', 'agent']",4,0,0
937,"['root', 'agent', 'pobj', 'det']",2,0,0
938,"['root', 'agent', 'pobj']",4,0,0
939,"['root', 'nsubj', 'prep', 'pobj', 'poss']",2,1,1
940,"['root', 'nsubj', 'prep', 'pobj', 'poss', 'case']",2,0,0
941,"['root', 'nsubj', 'prep', 'pobj', 'amod']",8,3,3
942,"['root', 'nsubj', 'prep', 'pobj', 'prep']",4,1,0
943,"['root', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'det']",2,0,0
944,"['root', 'nsubj', 'prep', 'pobj', 'prep', 'pobj']",3,2,0
945,"['root', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
946,"['root', 'ccomp', 'advcl', 'nsubjpass']",3,0,0
947,"['root', 'ccomp', 'advcl', 'prep', 'pobj', 'compound', 'amod']",1,1,1
948,"['root', 'ccomp', 'dobj', 'prep', 'pcomp', 'nsubj']",1,0,0
949,"['root', 'ccomp', 'dobj', 'prep', 'pcomp', 'aux']",1,0,0
950,"['root', 'ccomp', 'dobj', 'prep', 'pcomp', 'dobj']",1,0,0
951,"['root', 'ccomp', 'dobj', 'prep', 'pcomp', 'prep']",1,0,0
952,"['root', 'ccomp', 'dobj', 'prep', 'pcomp', 'prep', 'pobj', 'det']",1,0,0
953,"['root', 'ccomp', 'dobj', 'prep', 'pcomp', 'prep', 'pobj']",1,1,1
954,"['root', 'dobj', 'acl', 'prep', 'pobj', 'det']",2,0,0
955,"['root', 'dobj', 'acl', 'prep', 'pobj', 'amod']",2,0,0
956,"['root', 'dobj', 'acl', 'prep', 'pobj', 'prep']",1,0,0
957,"['root', 'dobj', 'acl', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
958,"['root', 'dobj', 'acl', 'prep', 'pobj', 'prep', 'pobj']",1,1,0
959,"['root', 'dobj', 'acl', 'prep', 'pobj', 'prep', 'pobj', 'cc']",1,0,0
960,"['root', 'dobj', 'acl', 'prep', 'pobj', 'prep', 'pobj', 'conj']",1,1,0
961,"['root', 'dobj', 'acl', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'compound']",1,1,1
962,"['root', 'dobj', 'acl', 'prep', 'pobj', 'punct']",1,0,0
963,"['root', 'dobj', 'acl', 'prep', 'pobj', 'relcl', 'advmod']",1,0,0
964,"['root', 'dobj', 'acl', 'prep', 'pobj', 'relcl']",1,0,0
965,"['root', 'dobj', 'acl', 'prep', 'pobj', 'relcl', 'nsubjpass', 'amod']",2,1,1
966,"['root', 'dobj', 'acl', 'prep', 'pobj', 'relcl', 'nsubjpass']",1,0,0
967,"['root', 'nmod']",12,10,7
968,"['root', 'prep', 'pobj', 'compound', 'compound']",3,1,1
969,"['root', 'prep', 'prep', 'pobj', 'relcl', 'nsubjpass']",1,0,0
970,"['root', 'prep', 'prep', 'pobj', 'relcl', 'auxpass']",1,0,0
971,"['root', 'prep', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'det']",1,0,0
972,"['root', 'prep', 'prep', 'pobj', 'relcl', 'prep', 'pobj']",1,0,0
973,"['root', 'prep', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'compound']",2,1,1
974,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'poss']",1,0,0
975,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'case']",1,0,0
976,"['root', 'appos', 'amod']",5,1,1
977,"['root', 'appos', 'appos', 'nummod', 'compound']",1,0,0
978,"['root', 'appos', 'appos', 'nummod', 'punct']",6,0,0
979,"['root', 'appos', 'appos']",38,6,4
980,"['root', 'appos', 'appos', 'prep']",6,1,0
981,"['root', 'appos', 'appos', 'npadvmod']",5,0,0
982,"['root', 'appos', 'appos', 'compound', 'amod']",4,2,2
983,"['root', 'appos', 'appos', 'amod']",6,0,0
984,"['root', 'appos', 'nummod', 'punct']",4,0,0
985,"['root', 'appos', 'prep']",11,1,0
986,"['root', 'appos', 'prep', 'pobj']",7,1,0
987,"['root', 'appos', 'appos', 'punct']",8,0,0
988,"['root', 'appos', 'appos', 'appos', 'nummod']",8,0,0
989,"['root', 'appos', 'appos', 'appos']",11,1,1
990,"['root', 'appos', 'nummod', 'quantmod']",1,0,0
991,"['root', 'appos', 'npadvmod']",9,5,4
992,"['root', 'appos', 'appos', 'compound']",14,5,1
993,"['root', 'appos', 'appos', 'appos', 'compound']",2,0,0
994,"['root', 'appos', 'npadvmod', 'cc']",2,0,0
995,"['root', 'appos', 'npadvmod', 'conj', 'compound']",2,2,2
996,"['root', 'appos', 'npadvmod', 'conj']",2,2,0
997,"['root', 'appos', 'acl']",2,0,0
998,"['root', 'appos', 'acl', 'prep']",2,0,0
999,"['root', 'appos', 'acl', 'prep', 'pobj']",2,0,0
1000,"['root', 'appos', 'acl', 'prep', 'pobj', 'appos', 'nmod', 'nmod']",1,0,0
1001,"['root', 'ccomp', 'agent', 'pobj', 'poss']",1,0,0
1002,"['root', 'ccomp', 'agent', 'pobj', 'poss', 'case']",1,0,0
1003,"['root', 'ccomp', 'agent', 'pobj', 'punct']",2,0,0
1004,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'nsubj']",1,0,0
1005,"['root', 'ccomp', 'agent', 'pobj', 'relcl']",1,0,0
1006,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'dobj', 'det']",1,0,0
1007,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'dobj']",1,0,0
1008,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd']",1,0,0
1009,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'prep']",1,0,0
1010,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'prep', 'pobj']",1,0,0
1011,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'advcl', 'aux']",1,0,0
1012,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'advcl']",1,0,0
1013,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'advcl', 'ccomp', 'nsubj', 'compound']",1,0,0
1014,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'advcl', 'ccomp', 'nsubj']",1,0,0
1015,"['root', 'ccomp', 'agent', 'pobj', 'relcl', 'oprd', 'advcl', 'ccomp']",1,0,0
1016,"['root', 'nsubjpass', 'prep', 'pobj', 'punct']",6,0,0
1017,"['root', 'xcomp', 'prep', 'advmod']",1,0,0
1018,"['root', 'xcomp', 'prep', 'prep', 'pobj']",2,0,0
1019,"['root', 'advcl', 'prep', 'pobj', 'compound', 'amod']",2,1,1
1020,"['root', 'conj', 'dobj', 'conj', 'nmod']",1,0,0
1021,"['root', 'conj', 'dobj', 'conj', 'compound']",1,1,1
1022,"['root', 'nsubj', 'prep', 'pobj', 'poss', 'det']",1,0,0
1023,"['root', 'nsubjpass', 'poss', 'det']",2,0,0
1024,"['root', 'nsubjpass', 'poss']",2,0,0
1025,"['root', 'nsubjpass', 'poss', 'case']",3,0,0
1026,"['root', 'prep', 'pobj', 'poss', 'compound']",4,3,3
1027,"['root', 'prep', 'pobj', 'poss']",12,3,0
1028,"['root', 'prep', 'pobj', 'appos', 'compound']",2,2,2
1029,"['root', 'conj', 'attr', 'poss']",1,0,0
1030,"['root', 'conj', 'attr']",3,0,0
1031,"['root', 'conj', 'ccomp', 'attr', 'det']",2,0,0
1032,"['root', 'conj', 'ccomp', 'attr']",1,0,0
1033,"['root', 'conj', 'ccomp', 'attr', 'amod']",1,0,0
1034,"['root', 'conj', 'ccomp', 'attr', 'prep']",2,0,0
1035,"['root', 'conj', 'ccomp', 'attr', 'prep', 'pobj', 'poss']",1,0,0
1036,"['root', 'conj', 'ccomp', 'attr', 'prep', 'pobj']",2,1,0
1037,"['root', 'prep', 'pobj', 'acl']",6,0,0
1038,"['root', 'prep', 'pobj', 'acl', 'dobj']",2,0,0
1039,"['root', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'poss']",1,0,0
1040,"['root', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj']",2,0,0
1041,"['root', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'cc']",1,0,0
1042,"['root', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'conj', 'compound', 'advmod']",1,0,0
1043,"['root', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'conj', 'compound']",1,0,0
1044,"['root', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'conj']",1,1,1
1045,"['root', 'attr', 'prep', 'pobj', 'punct']",3,0,0
1046,"['root', 'attr', 'prep', 'pobj', 'compound']",4,2,2
1047,"['root', 'attr', 'prep', 'pobj', 'relcl', 'nsubj']",3,0,0
1048,"['root', 'attr', 'prep', 'pobj', 'relcl']",3,0,0
1049,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'det']",1,0,0
1050,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj']",2,0,0
1051,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'amod']",1,0,0
1052,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'compound', 'nummod']",1,0,0
1053,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'compound']",1,0,0
1054,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'prep']",2,0,0
1055,"['root', 'attr', 'prep', 'pobj', 'relcl', 'dobj', 'prep', 'pobj']",1,0,0
